nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Natl Acad Agr Sci Ukraine,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Agricultural Science Ukraine,Natl Acad Agr Sci Ukraine,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIRO Land & Water,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIRO Land & Water,CSIRO Land & Water,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Research Institute,Natl Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Black Sea Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Black Sea Agricultural Research Institute,Black Sea Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Malaria Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Malaria Research,Natl Inst Malaria Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Brazilian Agr Res Agcy,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Empresa Brasileira de Pesquisa Agropecuária,Brazilian Agr Res Agcy,Variação provável de EMBRAPA.,Alta
China Acad Ind Internet,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Acad Ind Internet,China Acad Ind Internet,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Research Institute,Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ind Technol Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ind Technology Research Institute,Ind Technol Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Tech Teachers Training & Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Technology Teachers Training & Research,Natl Inst Tech Teachers Training & Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Fundamental Studies,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Fundamental Studies,Natl Inst Fundamental Studies,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Bangladesh Rice Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Bangladesh Rice Research Institute,Bangladesh Rice Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Food Technol Entrepreneurship & Manageme,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Food Technology Entrepreneurship & Manageme,Natl Inst Food Technol Entrepreneurship & Manageme,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Oceanog & Fisheries,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Oceanog & Fisheries,Natl Inst Oceanog & Fisheries,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Army Acad ROC,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Army Acad ROC,Army Acad ROC,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa,Embrapa,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agr INIAP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural INIAP,Inst Nacl Invest Agr INIAP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA Bordenave,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA Bordenave,EEA INTA Bordenave,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Forestales Agr & Pecuarias INIFAP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Forestales Agricultural & Pecuarias INIFAP,Inst Nacl Invest Forestales Agr & Pecuarias INIFAP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Siddhartha Acad Higher Educ,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Siddhartha Acad Higher Educ,Siddhartha Acad Higher Educ,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Res Inst Forest Resource Informat Tech,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Research Institute Forest Resource Informat Technology,Res Inst Forest Resource Informat Tech,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Tecnol Agr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Tecnol Agricultural,Inst Nacl Tecnol Agr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Agr Informat,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Agricultural Informat,Embrapa Agr Informat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Water Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Water Research Institute,Water Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Natl Bot Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR National Bot Research Institute,CSIR Natl Bot Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Henan Acad Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Henan Acad Science,Henan Acad Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kenya Agr & Livestock Res Org KALRO Tigoni,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kenya Agricultural & Livestock Research Org KALRO Tigoni,Kenya Agr & Livestock Res Org KALRO Tigoni,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Russian Res Inst Fruit Crop Breeding VNIISPK,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Russian Research Institute Fruit Crop Breeding VNIISPK,Russian Res Inst Fruit Crop Breeding VNIISPK,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Trigo,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Trigo,Embrapa Trigo,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Zhuhai UM Sci & Technol Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Zhuhai UM Science & Technology Research Institute,Zhuhai UM Sci & Technol Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Rain Forest Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Rain Forest Research Institute,Rain Forest Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Pedol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Pedol,Natl Inst Pedol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Brazilian Agr Res Corp EMBRAPA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Empresa Brasileira de Pesquisa Agropecuária,Brazilian Agr Res Corp EMBRAPA,Unificar com EMBRAPA.,Alta
Ukrainian Natl Tchaikovsky Acad Mus,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ukrainian National Tchaikovsky Acad Mus,Ukrainian Natl Tchaikovsky Acad Mus,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Guangdong Prov Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guangdong Prov Acad Agricultural Science,Guangdong Prov Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ramakrishna Miss Vivekananda Educ & Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ramakrishna Miss Vivekananda Educ & Research Institute,Ramakrishna Miss Vivekananda Educ & Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Res Inst Agr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Research Institute Agricultural,Res Inst Agr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agr INIA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural INIA,Inst Nacl Invest Agr INIA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Vaikunth Mehta Natl Inst Cooperat Management,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Vaikunth Mehta National Institute Cooperat Management,Vaikunth Mehta Natl Inst Cooperat Management,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Artificial Intelligence Res Inst AIRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Artificial Intelligence Research Institute AIRI,Artificial Intelligence Res Inst AIRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Landing Artificial Intelligence Ind Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Landing Artificial Intelligence Ind Research Institute,Landing Artificial Intelligence Ind Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Athens,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Athens,Acad Athens,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Food Policy Res Inst IFPRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,International Food Policy Research Institute,Int Food Policy Res Inst IFPRI,Instituição de pesquisa real.,Alta
Natl Inst Disaster Management NIDM,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Disaster Management NIDM,Natl Inst Disaster Management NIDM,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Acad Agrarian Sci Ukraine,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Agrarian Science Ukraine,Natl Acad Agrarian Sci Ukraine,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INIAV Natl Inst Agrarian & Vet Res IP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INIAV National Institute Agrarian & Vet Research IP,INIAV Natl Inst Agrarian & Vet Res IP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Heilongjiang Acad Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Heilongjiang Acad Science,Heilongjiang Acad Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Mil Training & Sci Ctr Navy Naval Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Mil Training & Science Center Navy Naval Acad,Mil Training & Sci Ctr Navy Naval Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Mil Res Educ Ctr Navy Naval Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Mil Research Educ Center Navy Naval Acad,Mil Res Educ Ctr Navy Naval Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Xinjiang Acad Anim Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Xinjiang Acad Anim Science,Xinjiang Acad Anim Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Wuhan Second Ship Design & Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Wuhan Second Ship Design & Research Institute,Wuhan Second Ship Design & Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kalasalingam Acad Res & Educ Anand Nagar,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kalasalingam Acad Research & Educ Anand Nagar,Kalasalingam Acad Res & Educ Anand Nagar,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Tanzania Agr Res Inst TARI Naliendele,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Tanzania Agricultural Research Institute TARI Naliendele,Tanzania Agr Res Inst TARI Naliendele,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Nasser Higher Mil Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Nasser Higher Mil Acad,Nasser Higher Mil Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Turkish Acad Sci TUBA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Turkish Acad Science TUBA,Turkish Acad Sci TUBA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Agr & Food Res Org NARO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Agriculture and Food Research Organization,Natl Agr & Food Res Org NARO,Instituição de pesquisa.,Alta
Yantai Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Yantai Acad Agricultural Science,Yantai Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Design Andhra Pradesh NID AP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Design Andhra Pradesh NID AP,Natl Inst Design Andhra Pradesh NID AP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inner Mongolia Acad Agr & Anim Husb Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Inner Mongolia Acad Agricultural & Anim Husb Science,Inner Mongolia Acad Agr & Anim Husb Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Comp Res Inst Montreal,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Comp Research Institute Montreal,Comp Res Inst Montreal,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Appl Tech & Presch Studies,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Appl Technology & Presch Studies,Acad Appl Tech & Presch Studies,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Guangdong Acad Forestry,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guangdong Acad Forestry,Guangdong Acad Forestry,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIRO Environm Res Unit,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIRO Environment Research Unit,CSIRO Environm Res Unit,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIRAD INRA Montpellier SupAgro,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD INRA Montpellier SupAgro,CIRAD INRA Montpellier SupAgro,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Verlab Res Inst Biomed Engn Med Devices & Artific,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Verlab Research Institute Biomed Engineering Med Devices & Artific,Verlab Res Inst Biomed Engn Med Devices & Artific,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIMMYT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIMMYT,CIMMYT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Qilu Aerosp Informat Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Qilu Aerosp Informat Research Institute,Qilu Aerosp Informat Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Sichuan Acad Social Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Sichuan Acad Social Science,Sichuan Acad Social Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Electricidad & Energias Limpias,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Electricidad & Energias Limpias,Inst Nacl Electricidad & Energias Limpias,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Eficiencia Energet & Energias Renovable,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Eficiencia Energet & Energias Renovable,Inst Nacl Eficiencia Energet & Energias Renovable,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Natl Environm Engn Res Inst NEERI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR National Environment Engineering Research Institute NEERI,CSIR Natl Environm Engn Res Inst NEERI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Hort & Herbal Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Hort & Herbal Science,Natl Inst Hort & Herbal Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Rice Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Rice Research Institute,Cent Rice Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cirad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cirad,Cirad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Agr & Anim Husb Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Agricultural & Anim Husb Science,Acad Agr & Anim Husb Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Mianyang Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Mianyang Acad Agricultural Science,Mianyang Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIRO Synthet Biol Future Sci Platform,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIRO Synthet Biol Future Science Platform,CSIRO Synthet Biol Future Sci Platform,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shandong Acad Pesticide Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shandong Acad Pesticide Science,Shandong Acad Pesticide Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shenyang Res Inst Chem Ind,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shenyang Research Institute Chem Ind,Shenyang Res Inst Chem Ind,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Natl Inst Abiot Stress Management Malegaon,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR National Institute Abiot Stress Management Malegaon,ICAR Natl Inst Abiot Stress Management Malegaon,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Swine & Poultry,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Swine & Poultry,Embrapa Swine & Poultry,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Agr Technol Applicat Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Agricultural Technology Applicat Research Institute,ICAR Agr Technol Applicat Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Forestry & Forest Prod Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Forestry & Forest Prod Research Institute,Forestry & Forest Prod Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Korea Food Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Korea Food Research Institute,Korea Food Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Jinhua Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Jinhua Acad Agricultural Science,Jinhua Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Changjiang River Sci Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Changjiang River Science Research Institute,Changjiang River Sci Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Nucl Sci & Technol Res Inst NSTRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Nucl Science & Technology Research Institute NSTRI,Nucl Sci & Technol Res Inst NSTRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Acad Agr Engn,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Agricultural Engineering,Chinese Acad Agr Engn,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Forest Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Forest Science,Natl Inst Forest Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Sugar Crops Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Sugar Crops Research Institute,Sugar Crops Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Eastern Mediterranean Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Eastern Mediterranean Agricultural Research Institute,Eastern Mediterranean Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Natl Inst Plant Biotechnol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR National Institute Plant Biotechnol,ICAR Natl Inst Plant Biotechnol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Cerrados,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Cerrados,Embrapa Cerrados,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Livestock Res Inst ILRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Int Livestock Research Institute ILRI,Int Livestock Res Inst ILRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Cancerol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Cancerol,Inst Nacl Cancerol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
All Russian Res Inst Phytopathol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,All Russian Research Institute Phytopathol,All Russian Res Inst Phytopathol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Iranian Res Org Sci & Technol IRSOT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Iranian Research Org Science & Technology IRSOT,Iranian Res Org Sci & Technol IRSOT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Hortal,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Hortal,Embrapa Hortal,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Data 61 CSIRO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Data 61 CSIRO,Data 61 CSIRO,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst R&D Isotop & Mol Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute R&D Isotop & Mol Technology,Natl Inst R&D Isotop & Mol Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Empresa Brasileira Pesquisa Agr EMBRAPA Pantanal,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Empresa Brasileira Pesquisa Agricultural EMBRAPA Pantanal,Empresa Brasileira Pesquisa Agr EMBRAPA Pantanal,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICMR Natl Inst Malaria Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICMR National Institute Malaria Research,ICMR Natl Inst Malaria Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cirad Emvt,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cirad Emvt,Cirad Emvt,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cirad Tera Rev,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cirad Tera Rev,Cirad Tera Rev,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kenya Med Res Inst Wellcome Trust Res Programme Na,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kenya Med Research Institute Wellcome Trust Research Programme Na,Kenya Med Res Inst Wellcome Trust Res Programme Na,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ind Technol Res Inst ITRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ind Technology Research Institute ITRI,Ind Technol Res Inst ITRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Bangladesh Agr Res Inst BARI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Bangladesh Agricultural Research Institute BARI,Bangladesh Agr Res Inst BARI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Rural Dev Acad RDA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Rural Dev Acad RDA,Rural Dev Acad RDA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Nanomat Technol NINT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Nanomat Technology NINT,Natl Inst Nanomat Technol NINT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ulsan Natl Inst Sci & Technol UNIST,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ulsan National Institute Science & Technology UNIST,Ulsan Natl Inst Sci & Technol UNIST,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Acad Med Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Med Science,Natl Acad Med Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agron Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agron Research Institute,Agron Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Acad Space Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Acad Space Technology,China Acad Space Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Maize & Wheat Improvement Ctr CIMMYT Banglade,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Int Maize & Wheat Improvement Center CIMMYT Banglade,Int Maize & Wheat Improvement Ctr CIMMYT Banglade,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shanghai Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shanghai Acad Agricultural Science,Shanghai Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Envis Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Envis Research Institute,Envis Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Xinyang Acad Ecol Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Xinyang Acad Ecol Research,Xinyang Acad Ecol Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Forest Sci Res Inst Xinyang,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Forest Science Research Institute Xinyang,Forest Sci Res Inst Xinyang,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cuu Long Rice Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cuu Long Rice Research Institute,Cuu Long Rice Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
